date,APMC,CommodityId,min_price,max_price,modal_price,arrivals_in_qtl,modal_price_nostationary_ma,rate_monthly_fluc,rate_frequency_fluc,Frequenc_Seasonality
2015-03-01,Barshi,2,1487,2114,1777,719,,0.003674094161654848,0.007542389705718961,3
2015-04-01,Barshi,2,1649,2443,1911,344,,0.003674094161654848,0.007542389705718961,3
2015-05-01,Barshi,2,1417,2190,1824,811,,0.003674094161654848,0.007542389705718961,3
2015-06-01,Barshi,2,1474,2144,1849,937,,0.003674094161654848,0.007542389705718961,3
2015-07-01,Barshi,2,1433,2300,1704,591,,0.003674094161654848,0.007542389705718961,3
2015-08-01,Barshi,2,1480,2188,1807,473,0.0685291280557605,0.003674094161654848,0.007542389705718961,3
2015-09-01,Barshi,2,1469,2171,1773,551,0.0401934252241718,0.003674094161654848,0.007542389705718961,3
2015-10-01,Barshi,2,1452,1957,1588,964,-0.06958547769273249,0.003674094161654848,0.007542389705718961,3
2015-11-01,Barshi,2,1615,1889,1676,701,-0.02461893044603869,0.003674094161654848,0.007542389705718961,3
2015-12-01,Barshi,2,1500,2011,1649,540,-0.04484491805933821,0.003674094161654848,0.007542389705718961,3
2016-01-01,Barshi,2,1715,2101,1912,704,0.0873475242187638,0.003674094161654848,0.007542389705718961,3
2016-02-01,Barshi,2,1660,1877,1758,283,-0.004734079732974905,0.003674094161654848,0.007542389705718961,3
2016-03-01,Barshi,2,1715,1965,1821,389,0.028436650785098827,0.003674094161654848,0.007542389705718961,3
2016-05-01,Barshi,2,1595,2045,1931,549,0.08622124197031766,0.003674094161654848,0.007542389705718961,3
2016-06-01,Barshi,2,1613,2096,1898,499,0.06566987133371072,0.003674094161654848,0.007542389705718961,3
2016-07-01,Barshi,2,1753,2133,1883,270,0.05621697938182013,0.003674094161654848,0.007542389705718961,3
2016-08-01,Barshi,2,1622,2206,1939,705,0.07475694364620367,0.003674094161654848,0.007542389705718961,3
2016-09-01,Barshi,2,1834,2036,1943,289,0.07077064121555754,0.003674094161654848,0.007542389705718961,3
2016-10-01,Barshi,2,1694,2191,2047,526,0.1109375875338161,0.003674094161654848,0.007542389705718961,3
2014-09-01,Jintur,2,1298,1618,1419,498,,0.0033890247858341335,0.0028511591685903737,3
2014-10-01,Jintur,2,1387,1632,1504,232,,0.0033890247858341335,0.0028511591685903737,3
2014-11-01,Jintur,2,1525,1729,1586,179,,0.0033890247858341335,0.0028511591685903737,3
2014-12-01,Jintur,2,1550,1672,1567,162,,0.0033890247858341335,0.0028511591685903737,3
2015-01-01,Jintur,2,1579,1666,1606,205,,0.0033890247858341335,0.0028511591685903737,3
2015-02-01,Jintur,2,1465,1638,1515,351,,0.0033890247858341335,0.0028511591685903737,3
2015-03-01,Jintur,2,1371,1741,1500,1118,,0.0033890247858341335,0.0028511591685903737,3
2015-04-01,Jintur,2,1441,2001,1641,1316,,0.0033890247858341335,0.0028511591685903737,3
2015-05-01,Jintur,2,1448,1861,1594,656,,0.0033890247858341335,0.0028511591685903737,3
2015-06-01,Jintur,2,1423,1657,1502,348,,0.0033890247858341335,0.0028511591685903737,3
2015-07-01,Jintur,2,1444,1747,1566,163,,0.0033890247858341335,0.0028511591685903737,3
2015-08-01,Jintur,2,1540,1765,1662,137,0.06735652037442819,0.0033890247858341335,0.0028511591685903737,3
2015-09-01,Jintur,2,1531,1645,1576,145,0.005480015938710281,0.0033890247858341335,0.0028511591685903737,3
2015-10-01,Jintur,2,1562,1827,1687,77,0.06397319656383882,0.0033890247858341335,0.0028511591685903737,3
2015-11-01,Jintur,2,1751,1751,1751,3,0.09296078546280029,0.0033890247858341335,0.0028511591685903737,3
2015-12-01,Jintur,2,1693,1774,1706,61,0.05984280742060566,0.0033890247858341335,0.0028511591685903737,3
2016-01-01,Jintur,2,1719,1968,1792,122,0.09989153131817652,0.0033890247858341335,0.0028511591685903737,3
2016-02-01,Jintur,2,1685,1917,1747,155,0.0625855319014752,0.0033890247858341335,0.0028511591685903737,3
2016-03-01,Jintur,2,1625,1800,1698,168,0.023804423656961227,0.0033890247858341335,0.0028511591685903737,3
2016-04-01,Jintur,2,1618,1873,1738,156,0.04230259471640352,0.0033890247858341335,0.0028511591685903737,3
2016-05-01,Jintur,2,1866,1965,1892,78,0.11291971431441716,0.0033890247858341335,0.0028511591685903737,3
2016-06-01,Jintur,2,1683,1738,1683,47,-0.013618537928826946,0.0033890247858341335,0.0028511591685903737,3
2016-07-01,Jintur,2,1879,1952,1896,15,0.08961480017331525,0.0033890247858341335,0.0028511591685903737,3
2016-08-01,Jintur,2,1827,1827,1827,12,0.04465587532280413,0.0033890247858341335,0.0028511591685903737,3
2016-09-01,Jintur,2,1730,1792,1734,26,-0.015550264291603888,0.0033890247858341335,0.0028511591685903737,3
2014-09-01,Lasur Station,2,1491,1839,1522,4550,,0.003409821450565259,0.003409821450565259,1
2014-10-01,Lasur Station,2,1682,2058,1780,2551,,0.003409821450565259,0.003409821450565259,1
2014-11-01,Lasur Station,2,1490,1759,1533,666,,0.003409821450565259,0.003409821450565259,1
2015-01-01,Lasur Station,2,1554,1813,1602,1184,,0.003409821450565259,0.003409821450565259,1
2015-02-01,Lasur Station,2,1432,1779,1506,1692,,0.003409821450565259,0.003409821450565259,1
2015-03-01,Lasur Station,2,1309,1969,1490,3321,,0.003409821450565259,0.003409821450565259,1
2015-04-01,Lasur Station,2,1279,1988,1577,3972,,0.003409821450565259,0.003409821450565259,1
2015-05-01,Lasur Station,2,1311,1876,1581,2041,,0.003409821450565259,0.003409821450565259,1
2015-06-01,Lasur Station,2,1381,1830,1524,1815,,0.003409821450565259,0.003409821450565259,1
2015-07-01,Lasur Station,2,1482,1826,1580,1232,,0.003409821450565259,0.003409821450565259,1
2015-08-01,Lasur Station,2,1502,1908,1653,1288,,0.003409821450565259,0.003409821450565259,1
2015-09-01,Lasur Station,2,1468,1840,1620,1518,0.025699944226861504,0.003409821450565259,0.003409821450565259,1
2015-10-01,Lasur Station,2,1517,1873,1614,1563,0.017098505629639327,0.003409821450565259,0.003409821450565259,1
2015-11-01,Lasur Station,2,1529,1897,1696,684,0.07068387539611631,0.003409821450565259,0.003409821450565259,1
2015-12-01,Lasur Station,2,1534,1965,1641,715,0.032043882449502625,0.003409821450565259,0.003409821450565259,1
2016-01-01,Lasur Station,2,1527,2027,1720,771,0.07313974098531073,0.003409821450565259,0.003409821450565259,1
2016-02-01,Lasur Station,2,1524,2132,1844,1016,0.12587924231462644,0.003409821450565259,0.003409821450565259,1
2016-03-01,Lasur Station,2,1510,2036,1866,1396,0.11898747106639451,0.003409821450565259,0.003409821450565259,1
2016-04-01,Lasur Station,2,1516,2002,1751,635,0.04665552650138771,0.003409821450565259,0.003409821450565259,1
2016-05-01,Lasur Station,2,1585,2052,1759,554,0.042323279992420026,0.003409821450565259,0.003409821450565259,1
2016-06-01,Lasur Station,2,1675,2001,1795,618,0.0489439557875917,0.003409821450565259,0.003409821450565259,1
2016-07-01,Lasur Station,2,1599,1849,1713,12001,-0.004549961169259653,0.003409821450565259,0.003409821450565259,1
2016-08-01,Lasur Station,2,1660,2006,1806,505,0.040941388137226475,0.003409821450565259,0.003409821450565259,1
2016-09-01,Lasur Station,2,1681,2168,1842,405,0.04997672192647862,0.003409821450565259,0.003409821450565259,1
2016-10-01,Lasur Station,2,1648,2172,1816,539,0.025934338411520486,0.003409821450565259,0.003409821450565259,1
2014-09-01,Savner,2,1391,1434,1413,627,,0.004513991997210827,0.008891429462308989,3
2014-10-01,Savner,2,1367,1413,1390,429,,0.004513991997210827,0.008891429462308989,3
2014-11-01,Savner,2,1373,1406,1390,508,,0.004513991997210827,0.008891429462308989,3
2014-12-01,Savner,2,1341,1389,1365,255,,0.004513991997210827,0.008891429462308989,3
2015-01-01,Savner,2,1223,1318,1271,87,,0.004513991997210827,0.008891429462308989,3
2015-02-01,Savner,2,1340,1404,1372,79,,0.004513991997210827,0.008891429462308989,3
2015-03-01,Savner,2,1283,1375,1329,123,,0.004513991997210827,0.008891429462308989,3
2015-04-01,Savner,2,1406,1709,1575,273,,0.004513991997210827,0.008891429462308989,3
2015-05-01,Savner,2,1290,1483,1387,265,,0.004513991997210827,0.008891429462308989,3
2015-06-01,Savner,2,1273,1411,1349,1075,,0.004513991997210827,0.008891429462308989,3
2015-07-01,Savner,2,1223,1326,1287,376,,0.004513991997210827,0.008891429462308989,3
2015-08-01,Savner,2,1329,1501,1429,343,0.036472553425708654,0.004513991997210827,0.008891429462308989,3
2015-09-01,Savner,2,1293,1436,1367,107,-0.005125742283494716,0.004513991997210827,0.008891429462308989,3
2015-10-01,Savner,2,1439,1529,1496,499,0.07892631849283749,0.004513991997210827,0.008891429462308989,3
2015-11-01,Savner,2,1399,1488,1464,172,0.05298146544662874,0.004513991997210827,0.008891429462308989,3
2015-12-01,Savner,2,1368,1408,1391,88,0.0002595891567835906,0.004513991997210827,0.008891429462308989,3
2016-01-01,Savner,2,1390,1390,1390,24,-0.007917889553196389,0.004513991997210827,0.008891429462308989,3
2016-02-01,Savner,2,1472,1648,1563,382,0.0985239545655725,0.004513991997210827,0.008891429462308989,3
2016-03-01,Savner,2,1369,1664,1532,623,0.06664536681235766,0.004513991997210827,0.008891429462308989,3
2016-05-01,Savner,2,1472,1812,1656,1143,0.140297202816571,0.004513991997210827,0.008891429462308989,3
2016-06-01,Savner,2,1584,1732,1670,355,0.1332423995241685,0.004513991997210827,0.008891429462308989,3
2016-07-01,Savner,2,1604,1659,1644,90,0.10107034311212892,0.004513991997210827,0.008891429462308989,3
2016-08-01,Savner,2,1555,1633,1597,110,0.05408050399277542,0.004513991997210827,0.008891429462308989,3
2016-09-01,Savner,2,1425,1564,1523,78,0.001326777425816772,0.004513991997210827,0.008891429462308989,3
2016-10-01,Savner,2,1431,1579,1532,124,-0.0022775179668581558,0.004513991997210827,0.008891429462308989,3
2014-09-01,Sinner,2,1563,1711,1619,2063,,0.0015086493520634033,0.0015086493520634033,1
2014-10-01,Sinner,2,1536,1741,1605,1465,,0.0015086493520634033,0.0015086493520634033,1
2014-11-01,Sinner,2,1580,1825,1648,2379,,0.0015086493520634033,0.0015086493520634033,1
2014-12-01,Sinner,2,1602,1793,1657,1586,,0.0015086493520634033,0.0015086493520634033,1
2015-01-01,Sinner,2,1662,1874,1722,1311,,0.0015086493520634033,0.0015086493520634033,1
2015-02-01,Sinner,2,1541,1766,1630,1128,,0.0015086493520634033,0.0015086493520634033,1
2015-03-01,Sinner,2,1438,1767,1566,2642,,0.0015086493520634033,0.0015086493520634033,1
2015-05-01,Sinner,2,1396,1636,1487,1738,,0.0015086493520634033,0.0015086493520634033,1
2015-06-01,Sinner,2,1481,1543,1488,481,,0.0015086493520634033,0.0015086493520634033,1
2015-07-01,Sinner,2,1524,1670,1575,1713,,0.0015086493520634033,0.0015086493520634033,1
2015-08-01,Sinner,2,1526,1696,1593,1786,,0.0015086493520634033,0.0015086493520634033,1
2015-09-01,Sinner,2,1549,1691,1599,1063,0.0007500204727959314,0.0015086493520634033,0.0015086493520634033,1
2015-10-01,Sinner,2,1576,1714,1633,2568,0.021072889001571227,0.0015086493520634033,0.0015086493520634033,1
2015-11-01,Sinner,2,1580,1790,1656,2067,0.03245235602788821,0.0015086493520634033,0.0015086493520634033,1
2015-12-01,Sinner,2,1612,1945,1708,1635,0.06039034010793998,0.0015086493520634033,0.0015086493520634033,1
2016-01-01,Sinner,2,1688,2154,1857,1215,0.1345333984516186,0.0015086493520634033,0.0015086493520634033,1
2016-02-01,Sinner,2,1639,1963,1740,1068,0.06858967037241293,0.0015086493520634033,0.0015086493520634033,1
2016-03-01,Sinner,2,1610,1872,1685,724,0.033704658534828624,0.0015086493520634033,0.0015086493520634033,1
2016-04-01,Sinner,2,1617,1902,1705,599,0.03841749603541089,0.0015086493520634033,0.0015086493520634033,1
2016-05-01,Sinner,2,1641,1942,1748,662,0.049848695053663405,0.0015086493520634033,0.0015086493520634033,1
2016-06-01,Sinner,2,1768,2001,1863,373,0.09483491317239157,0.0015086493520634033,0.0015086493520634033,1
2016-07-01,Sinner,2,1762,2002,1894,141,0.09596817277630176,0.0015086493520634033,0.0015086493520634033,1
2016-08-01,Sinner,2,1762,1904,1820,309,0.04501222325438725,0.0015086493520634033,0.0015086493520634033,1
2016-09-01,Sinner,2,1777,2020,1897,472,0.0722081416934719,0.0015086493520634033,0.0015086493520634033,1
2016-10-01,Sinner,2,1740,1976,1838,563,0.030757540511991976,0.0015086493520634033,0.0015086493520634033,1
2014-10-01,Solapur,2,1715,2574,2327,5466,,0.00037797477149252855,0.00037797477149252855,1
2014-11-01,Solapur,2,1606,2634,2367,12492,,0.00037797477149252855,0.00037797477149252855,1
2014-12-01,Solapur,2,1662,2613,2362,8180,,0.00037797477149252855,0.00037797477149252855,1
2015-01-01,Solapur,2,1757,2638,2360,7996,,0.00037797477149252855,0.00037797477149252855,1
2015-02-01,Solapur,2,1814,2607,2327,6200,,0.00037797477149252855,0.00037797477149252855,1
2015-03-01,Solapur,2,1639,2677,2337,3559,,0.00037797477149252855,0.00037797477149252855,1
2015-04-01,Solapur,2,1650,2819,2368,4987,,0.00037797477149252855,0.00037797477149252855,1
2015-05-01,Solapur,2,1738,2676,2259,8968,,0.00037797477149252855,0.00037797477149252855,1
2015-06-01,Solapur,2,1736,2725,2264,4403,,0.00037797477149252855,0.00037797477149252855,1
2015-07-01,Solapur,2,1835,2659,2253,3114,,0.00037797477149252855,0.00037797477149252855,1
2015-08-01,Solapur,2,1835,2709,2296,2355,,0.00037797477149252855,0.00037797477149252855,1
2015-09-01,Solapur,2,1844,2682,2286,3876,-0.013376210599894023,0.00037797477149252855,0.00037797477149252855,1
2015-10-01,Solapur,2,2017,2802,2352,4382,0.014195741920849159,0.00037797477149252855,0.00037797477149252855,1
2015-11-01,Solapur,2,2067,2843,2338,2659,0.009252863891175522,0.00037797477149252855,0.00037797477149252855,1
2015-12-01,Solapur,2,2153,2806,2358,3356,0.01791204592814477,0.00037797477149252855,0.00037797477149252855,1
2016-02-01,Solapur,2,2212,2749,2287,6197,-0.010042449146651755,0.00037797477149252855,0.00037797477149252855,1
2016-03-01,Solapur,2,2108,2629,2294,4065,-0.005796106679035518,0.00037797477149252855,0.00037797477149252855,1
2016-04-01,Solapur,2,2024,2622,2252,5133,-0.021186969668830713,0.00037797477149252855,0.00037797477149252855,1
2016-05-01,Solapur,2,2123,2635,2265,7303,-0.01172500783738073,0.00037797477149252855,0.00037797477149252855,1
2016-06-01,Solapur,2,2102,2664,2286,5555,-0.003486312056987906,0.00037797477149252855,0.00037797477149252855,1
2016-07-01,Solapur,2,2095,2611,2243,5709,-0.021699046491297835,0.00037797477149252855,0.00037797477149252855,1
2016-08-01,Solapur,2,2219,2645,2272,7915,-0.009552621121197369,0.00037797477149252855,0.00037797477149252855,1
2016-09-01,Solapur,2,2158,2591,2254,7605,-0.01596820112587327,0.00037797477149252855,0.00037797477149252855,1
2016-10-01,Solapur,2,2147,2613,2280,6236,-0.00428016357658656,0.00037797477149252855,0.00037797477149252855,1
2016-11-01,Solapur,2,2226,2809,2402,9298,0.04609314264640485,0.00037797477149252855,0.00037797477149252855,1
2014-09-01,Amarawati,3,1475,1788,1613,16,,0.002100564630687828,0.005748211770470308,3
2014-11-01,Amarawati,3,1500,1850,1650,3,,0.002100564630687828,0.005748211770470308,3
2014-12-01,Amarawati,3,1468,1794,1640,50,,0.002100564630687828,0.005748211770470308,3
2015-01-01,Amarawati,3,1509,1844,1771,69,,0.002100564630687828,0.005748211770470308,3
2015-02-01,Amarawati,3,1593,1886,1846,45,,0.002100564630687828,0.005748211770470308,3
2015-03-01,Amarawati,3,1575,1875,1825,6,,0.002100564630687828,0.005748211770470308,3
2015-04-01,Amarawati,3,1522,1847,1616,48,,0.002100564630687828,0.005748211770470308,3
2015-05-01,Amarawati,3,1510,1846,1654,72,,0.002100564630687828,0.005748211770470308,3
2015-06-01,Amarawati,3,1506,1833,1649,54,,0.002100564630687828,0.005748211770470308,3
2015-07-01,Amarawati,3,1500,1838,1626,30,,0.002100564630687828,0.005748211770470308,3
2015-08-01,Amarawati,3,1515,1821,1615,39,,0.002100564630687828,0.005748211770470308,3
2015-09-01,Amarawati,3,1509,1837,1608,51,-0.040298958380087235,0.002100564630687828,0.005748211770470308,3
2015-10-01,Amarawati,3,1503,1800,1587,57,-0.05209049112602315,0.002100564630687828,0.005748211770470308,3
2015-11-01,Amarawati,3,1514,1854,1641,142,-0.018174330911963743,0.002100564630687828,0.005748211770470308,3
2015-12-01,Amarawati,3,1543,1843,1696,694,0.011994369721993081,0.002100564630687828,0.005748211770470308,3
2016-01-01,Amarawati,3,1548,1849,1689,282,0.011809113592530451,0.002100564630687828,0.005748211770470308,3
2016-02-01,Amarawati,3,1548,1827,1686,627,0.01758652505494762,0.002100564630687828,0.005748211770470308,3
2016-03-01,Amarawati,3,1544,1866,1708,62,0.03607216848066841,0.002100564630687828,0.005748211770470308,3
2016-04-01,Amarawati,3,1613,1925,1769,919,0.06362511703537521,0.002100564630687828,0.005748211770470308,3
2016-06-01,Amarawati,3,1810,2158,1987,112,0.16455088484672498,0.002100564630687828,0.005748211770470308,3
2016-07-01,Amarawati,3,1763,2138,1950,42,0.1317825997695179,0.002100564630687828,0.005748211770470308,3
2016-08-01,Amarawati,3,1708,1943,1825,117,0.0559117995692473,0.002100564630687828,0.005748211770470308,3
2016-09-01,Amarawati,3,1768,2103,1933,143,0.09842682579835493,0.002100564630687828,0.005748211770470308,3
2016-10-01,Amarawati,3,1718,2083,1894,184,0.06440296833545567,0.002100564630687828,0.005748211770470308,3
2016-11-01,Amarawati,3,1771,2121,1946,361,0.0744937454837542,0.002100564630687828,0.005748211770470308,3
2014-09-01,Barshi-Vairag,3,1163,2061,1726,1678,,0.004786252943153227,0.005146161363174932,3
2014-10-01,Barshi-Vairag,3,1184,2220,1780,1276,,0.004786252943153227,0.005146161363174932,3
2014-11-01,Barshi-Vairag,3,1362,2676,1798,1168,,0.004786252943153227,0.005146161363174932,3
2014-12-01,Barshi-Vairag,3,1104,2208,1604,1354,,0.004786252943153227,0.005146161363174932,3
2015-01-01,Barshi-Vairag,3,1307,2518,1868,1233,,0.004786252943153227,0.005146161363174932,3
2015-02-01,Barshi-Vairag,3,1159,2132,1666,1070,,0.004786252943153227,0.005146161363174932,3
2015-03-01,Barshi-Vairag,3,1217,2449,1857,2850,,0.004786252943153227,0.005146161363174932,3
2015-04-01,Barshi-Vairag,3,1334,2375,1974,6467,,0.004786252943153227,0.005146161363174932,3
2015-05-01,Barshi-Vairag,3,1188,2180,1734,8903,,0.004786252943153227,0.005146161363174932,3
2015-06-01,Barshi-Vairag,3,1498,2041,1723,3300,,0.004786252943153227,0.005146161363174932,3
2015-07-01,Barshi-Vairag,3,1538,2275,1781,1855,,0.004786252943153227,0.005146161363174932,3
2015-08-01,Barshi-Vairag,3,1441,2139,1747,729,-0.01255716724439182,0.004786252943153227,0.005146161363174932,3
2015-09-01,Barshi-Vairag,3,1748,2301,1908,1418,0.06724429293271239,0.004786252943153227,0.005146161363174932,3
2015-10-01,Barshi-Vairag,3,1772,2182,1902,1534,0.05857030071154945,0.004786252943153227,0.005146161363174932,3
2015-11-01,Barshi-Vairag,3,1862,2362,2039,1385,0.11764178188542918,0.004786252943153227,0.005146161363174932,3
2015-12-01,Barshi-Vairag,3,1807,2457,2033,1438,0.09494382283916458,0.004786252943153227,0.005146161363174932,3
2016-01-01,Barshi-Vairag,3,1740,2341,2001,1998,0.07334678414497198,0.004786252943153227,0.005146161363174932,3
2016-02-01,Barshi-Vairag,3,1680,2344,1954,1150,0.03629053134097049,0.004786252943153227,0.005146161363174932,3
2016-03-01,Barshi-Vairag,3,1872,2563,2124,3409,0.1085181793493124,0.004786252943153227,0.005146161363174932,3
2016-05-01,Barshi-Vairag,3,1782,2415,1992,3422,0.0435998002861,0.004786252943153227,0.005146161363174932,3
2016-06-01,Barshi-Vairag,3,1693,2467,2083,3448,0.07298827974248834,0.004786252943153227,0.005146161363174932,3
2016-07-01,Barshi-Vairag,3,1692,2560,2081,1028,0.05629586571967593,0.004786252943153227,0.005146161363174932,3
2016-08-01,Barshi-Vairag,3,1819,2465,2091,1670,0.04771745407642758,0.004786252943153227,0.005146161363174932,3
2016-09-01,Barshi-Vairag,3,1562,2459,2020,1987,0.0010727550212772385,0.004786252943153227,0.005146161363174932,3
2016-10-01,Barshi-Vairag,3,1699,2577,2132,2010,0.045785338805302445,0.004786252943153227,0.005146161363174932,3
2014-09-01,Majalgaon,3,1126,2470,1655,2243,,0.00897420270008034,0.0077866055511884216,3
2014-10-01,Majalgaon,3,1025,2592,1906,884,,0.00897420270008034,0.0077866055511884216,3
2014-11-01,Majalgaon,3,1104,2159,1620,282,,0.00897420270008034,0.0077866055511884216,3
2014-12-01,Majalgaon,3,1124,2370,1774,182,,0.00897420270008034,0.0077866055511884216,3
2015-01-01,Majalgaon,3,1137,2223,1757,242,,0.00897420270008034,0.0077866055511884216,3
2015-02-01,Majalgaon,3,1092,1990,1568,314,,0.00897420270008034,0.0077866055511884216,3
2015-03-01,Majalgaon,3,1046,2179,1747,684,,0.00897420270008034,0.0077866055511884216,3
2015-04-01,Majalgaon,3,1055,2576,1905,1495,,0.00897420270008034,0.0077866055511884216,3
2015-05-01,Majalgaon,3,1068,2432,1929,1116,,0.00897420270008034,0.0077866055511884216,3
2015-06-01,Majalgaon,3,1006,2308,1706,880,,0.00897420270008034,0.0077866055511884216,3
2015-08-01,Majalgaon,3,1179,1873,1535,286,,0.00897420270008034,0.0077866055511884216,3
2015-09-01,Majalgaon,3,1237,2365,1935,702,0.10176961743420687,0.00897420270008034,0.0077866055511884216,3
2015-10-01,Majalgaon,3,1217,2127,1773,386,0.00859598318927901,0.00897420270008034,0.0077866055511884216,3
2015-11-01,Majalgaon,3,1455,2078,1813,255,0.03507454399152987,0.00897420270008034,0.0077866055511884216,3
2015-12-01,Majalgaon,3,1566,2251,1931,308,0.08349529448168624,0.00897420270008034,0.0077866055511884216,3
2016-01-01,Majalgaon,3,1431,1994,1687,525,-0.047400482040562686,0.00897420270008034,0.0077866055511884216,3
2016-02-01,Majalgaon,3,1308,1805,1665,3722,-0.05604527169094009,0.00897420270008034,0.0077866055511884216,3
2016-03-01,Majalgaon,3,1361,1917,1748,3693,-0.016454064165431603,0.00897420270008034,0.0077866055511884216,3
2016-04-01,Majalgaon,3,1354,1967,1771,4525,-0.004519009902143267,0.00897420270008034,0.0077866055511884216,3
2016-05-01,Majalgaon,3,1303,1920,1746,2810,-0.01147303202199268,0.00897420270008034,0.0077866055511884216,3
2016-06-01,Majalgaon,3,1383,1831,1687,1977,-0.03467785834559134,0.00897420270008034,0.0077866055511884216,3
2016-07-01,Majalgaon,3,1488,1908,1807,323,0.02924530282228499,0.00897420270008034,0.0077866055511884216,3
2016-08-01,Majalgaon,3,1292,1770,1675,653,-0.053883108863931994,0.00897420270008034,0.0077866055511884216,3
2016-09-01,Majalgaon,3,1369,1744,1621,1677,-0.07189769107673794,0.00897420270008034,0.0077866055511884216,3
2016-10-01,Majalgaon,3,1599,1793,1704,536,-0.018654622199408166,0.00897420270008034,0.0077866055511884216,3
2014-09-01,Dudhani,4,1226,1278,1263,52,,0.005085078471886916,0.02615322037628059,6
2014-10-01,Dudhani,4,986,1072,1068,299,,0.005085078471886916,0.02615322037628059,6
2014-11-01,Dudhani,4,917,1070,1001,2673,,0.005085078471886916,0.02615322037628059,6
2014-12-01,Dudhani,4,942,1071,1030,498,,0.005085078471886916,0.02615322037628059,6
2015-01-01,Dudhani,4,1036,1101,1091,233,,0.005085078471886916,0.02615322037628059,6
2015-02-01,Dudhani,4,1088,1154,1142,287,,0.005085078471886916,0.02615322037628059,6
2015-03-01,Dudhani,4,1088,1165,1143,126,,0.005085078471886916,0.02615322037628059,6
2015-04-01,Dudhani,4,1154,1230,1217,180,,0.005085078471886916,0.02615322037628059,6
2015-05-01,Dudhani,4,1215,1287,1287,77,,0.005085078471886916,0.02615322037628059,6
2015-06-01,Dudhani,4,1266,1285,1268,29,,0.005085078471886916,0.02615322037628059,6
2015-07-01,Dudhani,4,1375,1375,1375,6,,0.005085078471886916,0.02615322037628059,6
2015-09-01,Dudhani,4,1555,1555,1555,3,0.2640221319009841,0.005085078471886916,0.02615322037628059,6
2015-10-01,Dudhani,4,1396,1432,1423,101,0.1653741157325559,0.005085078471886916,0.02615322037628059,6
2015-11-01,Dudhani,4,1468,1535,1498,20,0.18854241967344887,0.005085078471886916,0.02615322037628059,6
2015-12-01,Dudhani,4,1478,1534,1519,321,0.16770936458534358,0.005085078471886916,0.02615322037628059,6
2016-01-01,Dudhani,4,1428,1465,1464,115,0.10152842206936175,0.005085078471886916,0.02615322037628059,6
2016-02-01,Dudhani,4,1352,1431,1431,83,0.056122940960940504,0.005085078471886916,0.02615322037628059,6
2016-03-01,Dudhani,4,1497,1497,1497,54,0.0786557129738128,0.005085078471886916,0.02615322037628059,6
2016-04-01,Dudhani,4,1473,1486,1486,24,0.04941125704164673,0.005085078471886916,0.02615322037628059,6
2016-05-01,Dudhani,4,1510,1560,1560,36,0.07731771473618743,0.005085078471886916,0.02615322037628059,6
2016-06-01,Dudhani,4,1583,1583,1583,6,0.07470302001654261,0.005085078471886916,0.02615322037628059,6
2016-08-01,Dudhani,4,1341,1341,1341,10,-0.09586771893983403,0.005085078471886916,0.02615322037628059,6
2016-09-01,Dudhani,4,1383,1383,1383,2,-0.06551171402042666,0.005085078471886916,0.02615322037628059,6
2016-10-01,Dudhani,4,1178,1367,1312,1058,-0.1040538382553775,0.005085078471886916,0.02615322037628059,6
2016-11-01,Dudhani,4,1161,1233,1214,475,-0.16844861726743332,0.005085078471886916,0.02615322037628059,6
2014-09-01,Shirpur,5,2406,2953,2812,575,,0.012693432795681888,0.054878222403030114,3
2014-10-01,Shirpur,5,2392,2807,2751,493,,0.012693432795681888,0.054878222403030114,3
2014-11-01,Shirpur,5,2381,2936,2761,524,,0.012693432795681888,0.054878222403030114,3
2014-12-01,Shirpur,5,2140,2565,2393,285,,0.012693432795681888,0.054878222403030114,3
2015-01-01,Shirpur,5,2542,2847,2738,192,,0.012693432795681888,0.054878222403030114,3
2015-02-01,Shirpur,5,3137,3651,3551,782,,0.012693432795681888,0.054878222403030114,3
2015-03-01,Shirpur,5,3309,4283,4070,6560,,0.012693432795681888,0.054878222403030114,3
2015-04-01,Shirpur,5,3559,4584,4293,10310,,0.012693432795681888,0.054878222403030114,3
2015-05-01,Shirpur,5,4085,5016,4777,3648,,0.012693432795681888,0.054878222403030114,3
2015-06-01,Shirpur,5,3719,4569,4393,1705,,0.012693432795681888,0.054878222403030114,3
2015-07-01,Shirpur,5,3499,4031,3915,211,,0.012693432795681888,0.054878222403030114,3
2015-08-01,Shirpur,5,3465,4149,3985,142,0.14418191987753914,0.012693432795681888,0.054878222403030114,3
2015-09-01,Shirpur,5,3781,4428,4239,114,0.17176938180402068,0.012693432795681888,0.054878222403030114,3
2015-10-01,Shirpur,5,3970,4741,4656,309,0.2217493474887675,0.012693432795681888,0.054878222403030114,3
2015-11-01,Shirpur,5,4476,4990,4907,256,0.2263329088207513,0.012693432795681888,0.054878222403030114,3
2015-12-01,Shirpur,5,4038,4696,4617,57,0.11064885068795327,0.012693432795681888,0.054878222403030114,3
2016-01-01,Shirpur,5,3607,4477,4358,294,0.014184817880847689,0.012693432795681888,0.054878222403030114,3
2016-02-01,Shirpur,5,3877,4699,4564,3005,0.03945683185500748,0.012693432795681888,0.054878222403030114,3
2016-03-01,Shirpur,5,4794,5503,5337,18396,0.17333603904887873,0.012693432795681888,0.054878222403030114,3
